0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	3
48	0
49	2
50	2
51	1
52	0
53	0
54	1
55	2
56	1
57	2
58	3
59	0
60	2
61	0
62	0
63	0
64	2
65	2
66	1
67	1
68	0
69	0
70	0
71	2
72	1
73	1
74	1
75	2
76	2
77	4
78	1
79	2
80	1
81	4
82	1
83	2
84	1
85	1
86	0
87	1
88	0
89	3
90	2
91	4
92	4
93	2
94	1
95	2
96	4
97	2
98	2
99	3
100	2
101	1
102	0
103	4
104	5
105	2
106	2
107	3
108	2
109	0
110	0
111	1
112	1
113	1
114	4
115	1
116	1
117	2
118	1
119	0
120	3
121	0
122	3
123	0
124	0
125	2
126	2
127	1
128	2
129	1
130	2
131	2
132	0
133	1
134	4
135	1
136	1
137	3
138	1
139	0
140	3
141	0
142	4
143	1
144	1
145	3
146	4
147	0
148	1
149	1
150	1
151	2
152	3
153	4
154	1
155	3
156	2
157	6
158	0
159	0
160	1
161	0
162	2
163	2
164	5
165	3
166	4
167	3
168	1
169	3
170	2
171	3
172	4
173	3
174	2
175	1
176	2
177	1
178	0
179	1
180	2
181	1
182	1
183	2
184	3
185	3
186	1
187	0
188	0
189	1
190	1
191	1
192	3
193	3
194	0
195	1
196	3
197	6
198	7
199	2
200	3
201	2
202	3
203	3
204	5
205	4
206	3
207	3
208	0
209	0
210	2
211	3
212	1
213	1
214	1
215	3
216	0
217	0
218	0
219	5
220	1
221	2
222	0
223	2
224	6
225	5
226	2
227	0
228	0
229	6
230	2
231	0
232	1
233	5
234	3
235	0
236	2
237	1
238	3
239	3
240	1
241	2
242	3
243	3
244	1
245	2
246	3
247	0
248	3
249	2
250	4
251	4
252	3
253	2
254	4
255	4
256	1
257	2
258	3
259	2
260	2
261	3
262	2
263	2
264	2
265	1
266	4
267	2
268	0
269	2
270	2
271	1
272	4
273	2
274	1
275	1
276	1
277	3
278	2
279	3
280	0
281	2
282	2
283	1
284	2
285	2
286	1
287	3
288	0
289	1
290	4
291	1
292	1
293	2
294	4
295	3
296	1
297	3
298	1
299	3
300	1
301	2
302	1
303	1
304	4
305	4
306	0
307	0
308	0
309	3
310	4
311	0
312	3
313	0
314	6
315	3
316	0
317	1
318	0
319	1
320	0
321	1
322	3
323	1
324	3
325	2
326	4
327	2
328	0
329	1
330	1
331	3
332	4
333	0
334	4
335	2
336	1
337	2
338	4
339	0
340	4
341	3
342	2
343	1
344	0
345	2
346	2
347	2
348	0
349	1
350	2
351	3
352	2
353	0
354	2
355	2
356	5
357	3
358	6
359	2
360	3
361	2
362	1
363	0
364	1
365	5
366	0
367	1
368	4
369	1
370	2
371	3
372	4
373	3
374	1
375	1
376	3
377	3
378	2
379	1
380	0
381	0
382	6
383	3
384	1
385	0
386	5
387	3
388	2
389	3
390	0
391	3
392	3
393	2
394	1
395	1
396	3
397	3
398	1
399	3
400	3
401	1
402	5
403	2
404	2
405	2
406	6
407	3
408	4
409	3
410	2
411	1
412	2
413	0
414	7
415	1
416	2
417	6
418	0
419	4
420	2
421	0
422	3
423	0
424	0
425	2
426	0
427	4
428	4
429	0
430	1
431	4
432	1
433	3
434	2
435	2
436	1
437	0
438	1
439	6
440	7
441	1
442	5
443	4
444	2
445	4
446	2
447	0
448	1
449	4
450	1
451	0
452	3
453	3
454	5
455	2
456	1
457	2
458	1
459	5
460	6
461	1
462	2
463	4
464	3
465	0
466	4
467	2
468	4
469	5
470	4
471	0
472	3
473	7
474	4
475	3
476	3
477	4
478	2
479	3
480	2
481	5
482	5
483	5
484	3
485	1
486	4
487	4
488	4
489	2
490	3
491	3
492	3
493	1
494	5
495	3
496	1
497	3
498	3
499	1
500	5
501	6
502	0
503	4
504	4
505	2
506	4
507	4
508	7
509	2
510	3
511	6
512	4
513	2
514	3
515	4
516	1
517	2
518	0
519	3
520	1
521	4
522	1
523	3
524	6
525	6
526	8
527	2
528	6
529	5
530	2
531	4
532	3
533	7
