p	I1 / %
674	45.0
675	44.9
676	44.2
677	43.6
678	43.1
679	42.8
680	42.8
681	43.4
682	44.9
683	47.9
684	52.4
685	57.2
686	60.9
687	62.6
688	62.5
689	61.0
690	58.5
691	55.7
692	53.0
693	50.9
694	49.2
695	48.2
696	47.9
697	48.4
698	49.5
699	50.9
700	51.7
701	51.3
702	49.8
703	47.8
704	45.3
705	42.9
706	40.7
707	39.1
708	37.9
709	37.5
710	37.8
711	39.0
712	40.7
713	42.8
714	44.6
715	45.7
716	46.1
717	46.2
718	46.0
719	45.6
720	44.8
721	44.1
722	43.5
723	43.3
724	43.6
725	44.7
726	46.9
727	50.5
728	55.0
729	59.5
730	63.0
731	64.9
732	65.4
733	64.5
734	62.7
735	60.5
736	58.0
737	55.8
738	53.8
739	52.2
740	51.0
741	50.3
742	50.0
743	50.6
744	51.5
745	52.6
746	53.4
747	53.4
748	52.4
749	50.7
750	48.6
751	46.3
752	44.0
753	42.0
754	40.1
755	38.6
756	37.4
757	37.0
758	37.2
759	38.2
760	39.8
761	41.6
762	43.1
763	44.5
764	45.7
765	46.5
766	47.0
767	47.3
768	47.2
769	46.9
770	46.5
771	46.1
772	45.7
773	45.2
774	44.8
775	44.7
776	45.2
777	46.7
778	49.6
779	53.4
780	57.7
781	61.7
782	64.9
783	67.1
784	68.0
785	67.8
786	66.6
787	64.6
788	61.9
789	58.4
790	54.5
791	51.2
792	48.8
793	46.9
794	45.3
795	44.1
796	42.7
797	41.9
798	42.7
799	45.5
800	48.7
801	51.2
802	52.8
803	53.4
804	53.1
805	52.2
806	50.6
807	48.9
808	47.0
809	45.1
810	43.4
811	41.8
812	40.5
813	39.4
814	38.7
815	38.3
816	38.3
817	38.7
818	39.4
819	40.4
820	41.7
821	43.2
822	44.5
823	45.7
824	46.7
825	47.6
826	48.1
827	48.5
828	48.6
829	48.6
830	48.5
831	48.4
832	48.4
833	48.1
834	47.7
835	47.2
836	46.7
837	46.2
838	45.8
839	45.7
840	45.8
841	46.5
842	47.8
843	49.8
844	52.3
845	55.0
846	57.9
847	61.1
848	64.3
849	67.1
850	68.8
851	69.0
852	67.9
853	66.2
854	64.3
855	62.5
856	60.8
857	59.2
858	57.7
859	56.5
860	55.4
861	54.7
862	54.1
863	53.7
864	53.4
865	53.1
866	52.3
867	51.2
868	50.0
869	49.3
870	48.8
871	48.8
872	49.1
873	49.6
874	50.4
875	51.5
876	52.7
877	53.9
878	54.7
879	55.1
880	55.2
881	55.0
882	54.3
883	53.2
884	51.8
885	50.4
886	49.0
887	47.7
888	46.3
889	44.8
890	43.5
891	42.4
892	41.4
893	40.6
894	39.9
895	39.3
896	38.6
897	38.2
898	37.9
899	37.9
900	37.9
901	38.1
902	38.5
903	38.9
904	39.4
905	40.1
906	40.9
907	41.8
908	42.7
909	43.8
910	44.7
911	45.6
912	46.2
913	46.9
914	47.4
915	48.0
916	48.4
917	48.7
918	49.0
919	49.3
920	49.4
921	49.5
922	49.7
923	49.9
924	49.9
925	49.9
926	49.9
927	49.8
928	49.8
929	49.7
930	49.6
931	49.5
932	49.2
933	49.0
934	48.7
935	48.4
936	48.0
937	47.6
938	47.2
939	46.8
940	46.3
941	45.9
942	45.5
943	45.1
944	44.7
945	44.7
946	44.7
947	44.7
948	44.8
949	45.1
950	45.4
951	46.0
952	46.7
953	47.5
954	48.4
955	49.6
956	50.8
957	52.0
958	53.4
959	54.9
960	56.5
961	58.2
962	59.7
963	61.3
964	62.9
965	64.4
966	65.7
967	67.0
968	68.1
969	69.2
970	69.9
971	70.6
972	71.1
973	71.8
974	72.4
975	73.0
976	73.4
977	73.7
978	74.0
979	74.1
980	74.0
981	74.1
982	74.0
983	74.1
984	74.0
985	73.9
986	73.6
987	73.4
988	73.3
989	73.1
990	73.0
991	72.8
992	72.5
993	72.2
994	71.9
995	71.8
996	71.5
997	71.4
998	71.1
999	71.1
1000	70.9
1001	70.8
1002	70.6
1003	70.4
1004	70.1
1005	69.8
1006	69.6
1007	69.5
1008	69.3
1009	69.2
1010	69.0
1011	68.9
1012	68.8
1013	68.7
1014	68.6
1015	68.6
1016	68.6
1017	68.6
1018	68.6
1019	68.6
1020	68.6
1021	68.7
1022	68.7
1023	68.7
1024	68.8
1025	68.8
1026	68.7
1027	68.6
1028	68.4
1029	68.2
1030	68.2
1031	68.2
1032	68.2
1033	68.2
1034	68.3
1035	68.3
1036	68.5
1037	68.9
1038	69.2
1039	69.5
1040	69.9
1041	69.9
1042	69.9
1043	69.8
1044	69.7
1045	70.0
1046	70.2
1047	70.6
1048	71.0
1049	71.5
1050	72.1
1051	72.5
1052	72.9
1053	73.2
1054	73.1
1055	73.0
1056	72.8
1057	72.9
1058	72.9
1059	73.2
1060	73.4
1061	73.8
1062	73.9
1063	74.1
1064	74.2
1065	74.3
1066	74.2
1067	74.2
1068	73.7
1069	73.2
1070	72.6
1071	72.4
1072	71.5
1073	70.3
1074	68.8
1075	67.8
1076	67.2
1077	67.2
1078	67.0
1079	66.6
1080	65.7
1081	64.6
1082	63.4
1083	62.3
1084	61.0
1085	59.7
1086	58.1
1087	56.5
1088	55.0
1089	53.4
1090	51.9
1091	50.5
1092	49.1
1093	47.9
1094	46.7
1095	45.8
1096	45.0
1097	44.3
1098	43.8
1099	43.4
1100	43.1
1101	43.0
1102	43.1
1103	43.3
1104	43.5
1105	43.9
1106	44.3
1107	44.7
1108	45.2
1109	45.8
1110	46.3
1111	46.7
1112	47.2
1113	47.6
1114	47.9
1115	48.0
1116	48.1
1117	48.2
1118	48.3
1119	48.5
1120	48.5
1121	48.5
1122	48.5
1123	48.5
1124	48.4
1125	48.3
1126	48.0
1127	47.7
1128	47.3
1129	46.9
1130	46.4
1131	46.0
1132	45.4
1133	44.8
1134	44.0
1135	43.3
1136	42.6
1137	41.8
1138	41.0
1139	40.0
1140	39.0
1141	38.1
1142	37.3
1143	36.6
1144	36.0
1145	35.6
1146	35.2
1147	35.1
1148	35.1
1149	35.5
1150	35.9
1151	36.4
1152	36.9
1153	37.6
1154	38.4
1155	39.3
1156	40.3
1157	41.4
1158	42.6
1159	43.9
1160	45.2
1161	46.5
1162	47.8
1163	48.9
1164	49.8
1165	50.6
1166	51.0
1167	51.1
1168	50.8
1169	50.2
1170	49.3
1171	48.0
1172	46.6
1173	45.1
1174	43.6
1175	42.4
1176	41.6
1177	41.3
1178	41.5
1179	42.3
1180	43.5
1181	45.1
1182	47.1
1183	49.2
1184	51.4
1185	53.5
1186	55.6
1187	57.6
1188	59.5
1189	61.4
1190	63.0
1191	64.6
1192	66.0
1193	67.2
1194	67.9
1195	68.2
1196	67.8
1197	66.7
1198	64.8
1199	62.2
1200	59.3
1201	55.8
1202	52.1
1203	48.7
1204	45.6
1205	43.3
1206	41.7
1207	41.0
1208	41.0
1209	41.5
1210	42.2
1211	43.1
1212	43.9
1213	44.7
1214	45.3
1215	45.7
1216	45.8
1217	45.5
1218	45.2
1219	44.8
1220	44.2
1221	43.7
1222	42.8
1223	41.8
1224	40.5
1225	39.3
1226	37.9
1227	36.6
1228	35.4
1229	34.5
1230	34.1
1231	34.1
1232	34.2
1233	34.7
1234	35.4
1235	36.5
1236	37.9
1237	39.6
1238	41.3
1239	43.0
1240	44.7
1241	46.0
1242	47.0
1243	47.6
1244	47.4
1245	46.6
1246	45.0
1247	43.1
1248	41.2
1249	39.8
1250	39.3
1251	39.8
1252	41.2
1253	43.6
1254	46.6
1255	49.8
1256	53.0
1257	55.9
1258	58.6
1259	60.9
1260	62.8
1261	64.3
1262	64.9
1263	64.8
1264	63.7
1265	61.3
1266	57.6
1267	53.1
1268	48.4
1269	44.4
1270	41.5
1271	39.9
1272	39.5
1273	39.9
1274	40.9
1275	42.0
1276	42.8
1277	43.4
1278	43.7
1279	43.7
1280	43.2
1281	42.5
1282	41.2
1283	39.9
1284	38.5
1285	37.0
1286	35.4
1287	33.9
1288	32.7
1289	32.2
1290	32.5
1291	33.2
1292	34.4
1293	35.9
1294	37.7
1295	39.7
1296	41.8
1297	43.8
1298	45.2
1299	45.8
1300	45.3
1301	43.9
1302	41.7
1303	39.6
1304	38.2
1305	37.8
1306	38.8
1307	41.0
1308	44.4
1309	48.2
1310	51.7
1311	54.8
1312	57.5
1313	59.7
1314	61.2
1315	62.0
1316	61.2
1317	58.6
1318	54.1
1319	48.7
1320	43.9
1321	40.4
1322	38.6
1323	38.2
1324	38.8
1325	39.8
1326	40.9
1327	41.6
1328	41.9
1329	41.9
1330	41.3
1331	40.2
1332	38.7
1333	36.8
1334	34.7
1335	32.8
1336	31.6
1337	31.1
1338	31.5
1339	32.6
1340	34.5
1341	36.9
1342	39.5
1343	41.8
1344	43.6
1345	44.3
1346	43.5
1347	41.4
1348	39.0
1349	36.9
1350	35.7
1351	35.9
1352	37.7
1353	41.2
1354	45.8
1355	50.5
1356	54.1
1357	57.2
1358	59.0
1359	59.6
1360	58.3
1361	55.1
1362	50.2
1363	44.7
1364	40.2
1365	37.5
1366	36.5
1367	36.9
1368	38.2
1369	39.5
1370	40.5
1371	40.8
1372	40.6
1373	39.8
1374	38.2
1375	35.8
1376	33.3
1377	31.4
1378	30.3
1379	30.4
1380	31.5
1381	33.6
1382	36.0
1383	38.7
1384	41.1
1385	42.7
1386	43.0
1387	41.9
1388	39.5
1389	37.1
1390	35.5
1391	35.6
1392	37.7
1393	41.7
1394	46.5
1395	51.1
1396	54.9
1397	57.5
1398	58.7
1399	57.6
1400	53.5
1401	47.4
1402	41.5
1403	37.5
1404	35.6
1405	35.5
1406	36.3
1407	37.5
1408	38.6
1409	39.3
1410	39.0
1411	37.9
1412	35.6
1413	32.8
1414	30.5
1415	29.3
1416	29.4
1417	30.8
1418	33.2
1419	36.0
1420	38.7
1421	40.9
1422	41.7
1423	40.9
1424	38.6
1425	36.1
1426	34.4
1427	34.5
1428	36.9
1429	41.3
1430	46.4
1431	51.2
1432	54.8
1433	57.0
1434	56.6
1435	52.7
1436	46.4
1437	40.4
1438	36.3
1439	34.6
1440	34.6
1441	35.4
1442	36.2
1443	36.9
1444	36.8
1445	36.0
1446	34.0
1447	31.3
1448	28.8
1449	27.8
1450	28.2
1451	30.2
1452	32.9
1453	35.7
1454	38.1
1455	39.4
1456	39.0
1457	37.2
1458	34.8
1459	33.4
1460	33.6
1461	36.0
1462	40.3
1463	45.6
1464	50.3
1465	53.6
1466	54.5
1467	51.8
1468	45.9
1469	39.7
1470	35.3
1471	33.3
1472	33.2
1473	34.3
1474	35.8
1475	37.2
1476	37.5
1477	36.0
1478	33.0
1479	29.9
1480	28.0
1481	28.0
1482	29.6
1483	32.3
1484	35.3
1485	37.8
1486	38.9
1487	38.2
1488	36.0
1489	33.8
1490	32.7
1491	33.8
1492	36.8
1493	41.4
1494	46.6
1495	50.8
1496	52.6
1497	50.4
1498	44.7
1499	38.6
1500	34.3
1501	32.2
1502	32.1
1503	33.3
1504	34.8
1505	36.0
1506	35.6
1507	33.3
1508	30.2
1509	27.8
1510	27.0
1511	28.2
1512	30.6
1513	33.7
1514	36.1
1515	37.0
1516	36.1
1517	34.1
1518	32.2
1519	31.9
1520	33.7
1521	37.5
1522	42.6
1523	47.6
1524	50.5
1525	49.2
1526	43.9
1527	37.7
1528	33.2
1529	31.0
1530	30.5
1531	31.2
1532	32.6
1533	33.5
1534	32.8
1535	30.6
1536	27.0
1537	25.8
1538	26.2
1539	28.4
1540	31.6
1541	34.5
1542	36.1
1543	35.7
1544	33.8
1545	31.9
1546	31.3
1547	32.8
1548	36.0
1549	40.7
1550	45.3
1551	47.6
1552	45.7
1553	40.3
1554	34.7
1555	31.1
1556	29.7
1557	29.9
1558	31.1
1559	32.3
1560	32.2
1561	30.3
1562	27.8
1563	25.9
1564	25.7
1565	27.4
1566	30.2
1567	33.0
1568	34.5
1569	34.0
1570	32.3
1571	30.8
1572	30.8
1573	32.7
1574	36.2
1575	40.6
1576	44.1
1577	44.5
1578	40.7
1579	35.2
1580	31.0
1581	28.9
1582	28.8
1583	29.8
1584	30.9
1585	30.9
1586	29.5
1587	27.2
1588	25.5
1589	25.5
1590	27.3
1591	30.1
1592	32.4
1593	33.2
1594	32.3
1595	30.7
1596	29.6
1597	30.4
1598	32.8
1599	36.4
1600	39.6
1601	41.3
1602	39.3
1603	34.5
1604	30.2
1605	27.8
1606	27.3
1607	27.8
1608	28.6
1609	28.6
1610	27.4
1611	25.5
1612	24.3
1613	24.6
1614	26.2
1615	28.5
1616	30.4
1617	31.1
1618	30.5
1619	29.5
1620	29.4
1621	31.0
1622	33.6
1623	36.2
1624	37.8
1625	37.1
1626	33.6
1627	29.5
1628	27.1
1629	26.4
1630	26.8
1631	27.5
1632	27.5
1633	26.6
1634	25.2
1635	24.3
1636	24.6
1637	25.5
1638	26.6
1639	27.4
1640	27.2
1641	26.5
1642	26.1
1643	27.2
1644	29.3
1645	31.5
1646	33.1
1647	33.8
1648	32.4
1649	29.2
1650	26.6
1651	25.5
1652	25.5
1653	25.8
1654	25.8
1655	25.3
1656	24.3
1657	23.8
1658	24.1
1659	25.2
1660	26.8
1661	28.1
1662	28.5
1663	28.4
1664	28.4
1665	29.2
1666	30.5
1667	31.5
1668	32.0
1669	31.5
1670	29.3
1671	26.5
1672	24.6
1673	23.8
1674	23.5
1675	23.5
1676	23.4
1677	23.2
1678	22.9
1679	22.9
1680	23.5
1681	24.7
1682	25.8
1683	26.6
1684	27.1
1685	27.6
1686	28.1
1687	28.7
1688	29.1
1689	29.0
1690	28.3
1691	26.7
1692	24.6
1693	23.0
1694	22.1
1695	21.8
1696	21.8
1697	21.8
1698	21.8
1699	21.8
1700	21.9
1701	22.5
1702	23.6
1703	24.8
1704	25.7
1705	26.3
1706	26.5
1707	26.6
1708	26.4
1709	26.1
1710	25.7
1711	24.6
1712	23.1
1713	21.5
1714	20.4
1715	19.9
1716	19.9
1717	20.0
1718	20.1
1719	20.2
1720	20.5
1721	21.2
1722	22.3
1723	23.5
1724	24.3
1725	24.7
1726	24.6
1727	24.2
1728	23.8
1729	23.3
1730	22.8
1731	21.8
1732	20.2
1733	18.7
1734	17.8
1735	17.4
1736	17.4
1737	17.7
1738	18.0
1739	18.3
1740	18.8
1741	19.7
1742	20.7
1743	21.6
1744	22.0
1745	22.0
1746	21.6
1747	21.1
1748	20.7
1749	20.2
1750	19.4
1751	18.1
1752	16.8
1753	16.1
1754	15.8
1755	15.9
1756	15.9
1757	15.9
1758	15.8
1759	16.1
1760	16.6
1761	17.6
1762	18.4
1763	18.9
1764	18.9
1765	18.5
1766	17.8
1767	17.3
1768	16.7
1769	15.7
1770	14.6
1771	13.8
1772	13.4
1773	13.4
1774	13.6
1775	13.8
1776	13.9
1777	14.2
1778	14.5
1779	15.2
1780	15.6
1781	16.0
1782	16.0
1783	15.7
1784	15.3
1785	14.8
1786	14.2
1787	13.4
1788	12.5
1789	11.6
1790	11.1
1791	10.8
1792	10.8
1793	11.1
1794	11.1
1795	11.4
1796	11.8
1797	12.2
1798	12.5
1799	12.6
1800	12.6
1801	12.5
1802	12.1
1803	11.7
1804	11.0
1805	10.3
1806	9.7
1807	9.3
1808	9.1
1809	9.2
1810	9.1
1811	9.1
1812	9.2
1813	9.3
1814	9.4
1815	9.6
1816	9.7
1817	9.8
1818	9.8
1819	9.5
1820	9.1
1821	8.5
1822	7.9
1823	7.5
1824	7.1
1825	6.9
1826	6.8
1827	6.8
1828	6.7
1829	6.7
1830	6.7
1831	6.7
1832	6.7
1833	6.8
1834	7.0
1835	7.0
1836	6.7
1837	6.3
1838	5.8
1839	5.4
1840	5.1
1841	5.0
1842	4.6
1843	4.5
1844	4.4
1845	4.4
1846	4.4
1847	4.4
1848	4.4
1849	4.4
1850	4.5
1851	4.5
1852	4.4
1853	4.1
1854	3.9
1855	3.8
1856	3.7
1857	3.6
1858	3.3
1859	3.2
1860	3.2
1861	3.2
1862	3.2
1863	3.2
1864	3.1
1865	3.1
1866	3.0
1867	3.0
1868	2.9
1869	2.8
1870	2.7
1871	2.6
1872	2.4
1873	2.2
1874	2.0
1875	2.0
1876	2.0
1877	2.0
1878	2.0
1879	2.0
1880	2.0
1881	2.0
1882	2.0
1883	2.0
1884	1.8
1885	1.8
1886	1.6
1887	1.6
1888	1.5
1889	1.4
1890	1.3
1891	1.3
1892	1.2
1893	1.2
1894	1.2
1895	1.2
1896	1.2
1897	1.2
1898	1.2
1899	1.2
1900	1.2
1901	1.2
1902	1.2
1903	1.2
1904	1.2
1905	1.2
1906	1.2
1907	1.2
1908	1.1
1909	1.1
1910	1.1
1911	1.1
1912	1.1
1913	1.1
1914	1.0
1915	1.0
1916	0.9
1917	0.9
1918	0.9
1919	0.9
1920	0.9
1921	0.9
1922	0.8
1923	0.8
1924	0.8
1925	0.8
1926	0.8
1927	0.8
1928	0.8
1929	0.8
1930	0.8
1931	0.8
1932	0.8
1933	0.8
1934	0.8
1935	0.8
1936	0.8
1937	0.8
1938	0.8
1939	0.8
1940	0.8
1941	0.8
1942	0.8
1943	0.8
1944	0.8
1945	0.8
1946	0.8
1947	0.8
1948	0.8
1949	0.8
1950	0.8
1951	0.8
1952	0.8
1953	0.8
1954	0.8
1955	0.8
1956	0.8
1957	0.8
1958	0.8
1959	0.8
1960	0.8
1961	0.8
1962	0.8
1963	0.8
1964	0.8
1965	0.8
1966	0.8
1967	0.8
1968	0.8
1969	0.8
1970	0.8
1971	0.8
1972	0.8
1973	0.8
1974	0.8
1975	0.8
1976	0.8
1977	0.8
1978	0.8
1979	0.8
1980	0.8
1981	0.8
1982	0.8
1983	0.8
1984	0.8
1985	0.8
1986	0.8
1987	0.8
1988	0.8
1989	0.8
1990	0.8
1991	0.8
1992	0.7
1993	0.7
1994	0.7
1995	0.7
1996	0.7
1997	0.7
1998	0.7
1999	0.7
2000	0.7
2001	0.7
2002	0.7
2003	0.7
2004	0.7
2005	0.7
2006	0.7
2007	0.7
2008	0.7
2009	0.6
2010	0.6
2011	0.6
2012	0.6
2013	0.6
2014	0.6
2015	0.6
2016	0.5
2017	0.5
2018	0.5
2019	0.5
2020	0.5
2021	0.5
2022	0.5
2023	0.5
2024	0.5
2025	0.5
2026	0.5
2027	0.5
2028	0.5
2029	0.5
2030	0.5
2031	0.5
2032	0.5
2033	0.5
2034	0.4
2035	0.4
2036	0.4
2037	0.4
2038	0.4
2039	0.4
2040	0.4
2041	0.4
2042	0.4
2043	0.4
2044	0.4
2045	0.4
2046	0.4
2047	0.4
