0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	1
36	0
37	0
38	1
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	1
55	0
56	0
57	0
58	0
59	0
60	0
61	1
62	0
63	1
64	1
65	0
66	0
67	0
68	0
69	1
70	0
71	0
72	0
73	0
74	0
75	2
76	0
77	0
78	0
79	1
80	0
81	0
82	0
83	0
84	0
85	1
86	1
87	1
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	1
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	1
105	0
106	1
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	1
117	1
118	0
119	1
120	1
121	0
122	0
123	1
124	0
125	1
126	0
127	0
128	0
129	1
130	1
131	0
132	0
133	1
134	0
135	1
136	0
137	2
138	1
139	2
140	2
141	1
142	7
143	2
144	2
145	3
146	5
147	5
148	4
149	0
150	5
151	1
152	4
153	1
154	3
155	5
156	1
157	3
158	0
159	5
160	3
161	5
162	2
163	4
164	4
165	3
166	7
167	2
168	5
169	5
170	2
171	5
172	2
173	0
174	3
175	3
176	2
177	2
178	5
179	3
180	2
181	3
182	5
183	3
184	4
185	0
186	2
187	1
188	4
189	1
190	3
191	1
192	0
193	3
194	5
195	4
196	1
197	1
198	4
199	2
200	2
201	4
202	6
203	0
204	6
205	4
206	3
207	3
208	2
209	2
210	2
211	3
212	4
213	5
214	3
215	4
216	6
217	5
218	5
219	1
220	2
221	1
222	5
223	4
224	2
225	5
226	4
227	0
228	4
229	8
230	3
231	5
232	1
233	1
234	2
235	2
236	4
237	3
238	2
239	3
240	4
241	4
242	5
243	5
244	4
245	5
246	1
247	5
248	2
249	7
250	7
251	4
252	6
253	3
254	8
255	3
256	2
257	3
258	4
259	8
260	1
261	4
262	2
263	8
264	4
265	9
266	5
267	0
268	5
269	5
270	3
271	2
272	2
273	2
274	3
275	2
276	5
277	3
278	9
279	6
280	2
281	6
282	4
283	0
284	3
285	2
286	2
287	3
288	3
289	6
290	7
291	3
292	6
293	2
294	5
295	6
296	3
297	2
298	1
299	7
300	5
301	6
302	5
303	5
304	4
305	5
306	4
307	3
308	0
309	5
310	3
311	4
312	2
313	3
314	0
315	3
316	5
317	1
318	3
319	2
320	7
321	2
322	2
323	3
324	5
325	3
326	4
327	2
328	4
329	1
330	3
331	5
332	3
333	2
334	8
335	7
336	5
337	5
338	3
339	4
340	3
341	3
342	4
343	4
344	5
345	1
346	1
347	4
348	3
349	4
350	3
351	5
352	4
353	6
354	3
355	4
356	3
357	3
358	5
359	4
360	6
361	1
362	2
363	2
364	1
365	1
366	3
367	4
368	4
369	2
370	2
371	3
372	1
373	3
374	2
375	2
376	3
377	5
378	3
379	3
380	0
381	4
382	4
383	6
384	0
385	2
386	2
387	3
388	1
389	4
390	3
391	6
392	2
393	3
394	5
395	2
396	1
397	7
398	3
399	5
400	5
401	8
402	2
403	6
404	5
405	0
406	5
407	4
408	4
409	2
410	4
411	5
412	1
413	8
414	7
415	1
416	6
417	6
418	5
419	4
420	5
421	6
422	1
423	4
424	4
425	5
426	6
427	5
428	2
429	0
430	4
431	3
432	6
433	5
434	4
435	6
436	6
437	3
438	7
439	5
440	3
441	1
442	5
443	3
444	3
445	4
446	1
447	2
448	5
449	5
450	1
451	9
452	3
453	3
454	3
455	8
456	4
457	5
458	3
459	5
460	5
461	3
462	2
463	4
464	3
465	6
466	4
467	3
468	6
469	4
470	4
471	9
472	5
473	5
474	3
475	4
476	2
477	6
478	2
479	0
480	5
481	3
482	3
483	5
484	7
485	4
486	6
487	2
488	1
489	4
490	4
491	1
492	4
493	5
494	6
495	3
496	3
497	5
498	7
499	5
500	6
501	4
502	5
503	2
504	3
505	5
506	4
507	1
508	5
509	5
510	6
511	3
512	7
513	2
514	4
515	5
516	4
517	3
518	5
519	7
520	5
521	7
522	3
523	5
524	1
525	3
526	4
527	6
528	6
529	4
530	5
531	4
532	6
533	1
